change_id,package_name,pinned_version,created_at,labeler_A_primary,labeler_B_primary,adjudication_result,referee,referee_note
reciclaplus/reciclapp#104::fast_api/requirements.txt::cryptography::add,cryptography,46.0.6,2026-04-06T14:26:12Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
sonaiso/sanadcom#48::src/backend/requirements.txt::cryptography::version_change,cryptography,46.0.5,2026-02-24T11:07:15Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/requirements.txt::pillow::add,Pillow,12.1.1,2026-03-26T13:09:19Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v1_sample_app/requirements.txt::pillow::add,Pillow,12.1.1,2026-03-26T13:09:19Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v2_sample_app/requirements.txt::pillow::add,Pillow,12.1.1,2026-03-26T13:09:19Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
vkb1/oep-developer-guides#1::sample-apps/license-plate-recognition/v3_sample_app/requirements.txt::pillow::add,Pillow,12.1.1,2026-03-26T13:09:19Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
sohamda/aks-store-demo#106::src/ai-service/requirements.txt::pillow::version_change,pillow,12.2.0,2026-05-27T09:11:15Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
0ai-Cyberviser/oss-fuzz#71::infra/build/functions/requirements.txt::brotli::version_change,Brotli,1.2.0,2026-04-22T19:31:58Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-2qfp-q593-8484 | no risk evidence found
ParanKafleUTS/FinalB#1::requirements.txt::pillow::add,Pillow,12.2.0,2026-05-03T19:10:14Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
logicalpath/photomanage#43::pyproject.toml::datasette::version_change,datasette,1.0a31,2026-05-29T20:26:06Z,NONE,P3_DIRECT_KNOWN_VULNERABILITY,NONE,exact_timestamp_evidence,no PR-time risk evidence | advisory(ies) known at PR time cover ==1.0a31: PYSEC-2023-154
muka-dev/cosinnus-core#1::pyproject.toml::pillow::add,Pillow,10.3.0,2025-11-20T23:17:24Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
muka-dev/cosinnus-core#1::pyproject.toml::unidecode::add,Unidecode,0.4.21,2025-11-20T23:17:24Z,P2_INVALID_VERSION_SPEC,NONE,P2_INVALID_VERSION_SPEC,exact_timestamp_evidence,valid_version_at_pr_time=False; pinned_version=0.4.21 | copyleft license token 'gpl'
aio-it/mmchatgpt#99::requirements.txt::brotli::version_change,brotli,1.2.0,2026-04-13T07:22:03Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-2qfp-q593-8484 | no risk evidence found
aio-it/mmchatgpt#99::requirements.txt::pillow::version_change,pillow,12.2.0,2026-04-13T07:22:03Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
aio-it/mmchatgpt#92::requirements.txt::pillow::version_change,pillow,12.1.1,2026-04-13T06:54:45Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
Ranveersingh1113/Bharat-Biz-Agent#3::backend/requirements.txt::cryptography::version_change,cryptography,46.0.4,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
Ranveersingh1113/Bharat-Biz-Agent#3::requirements.txt::cryptography::version_change,cryptography,46.0.4,2026-02-06T17:18:12Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
scottBowles/dnd#19::requirements.txt::pillow::version_change,Pillow,11.2.1,2025-06-25T02:33:12Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
dekatz/attendance-tracker#1::requirements.txt::pillow::version_change,pillow,12.2.0,2026-06-13T17:13:49Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT#2::requirements.txt::pandasai::version_change,pandasai,2.3.2,2026-05-28T06:36:18Z,NONE,P3_DIRECT_KNOWN_VULNERABILITY,NONE,exact_timestamp_evidence,no PR-time risk evidence | advisory(ies) known at PR time cover ==2.3.2: GHSA-vv2h-2w3q-3fx7
Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT#2::requirements.txt::langchain::version_change,langchain,0.3.30,2026-05-28T06:36:18Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-3644-q5cj-c5c7 | no risk evidence found
Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT#2::requirements.txt::langchain-core::version_change,langchain-core,0.3.86,2026-05-28T06:36:18Z,NONE,P3_DIRECT_KNOWN_VULNERABILITY,NONE,exact_timestamp_evidence,"no PR-time risk evidence | advisory(ies) known at PR time cover ==0.3.86: GHSA-2g6r-c272-w58r,GHSA-qh6h-p6c9-ff54"
LuaxY/superset#16::requirements/base.txt::cryptography::version_change,cryptography,48.0.0,2026-06-04T07:37:53Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
LuaxY/superset#16::requirements/development.txt::cryptography::version_change,cryptography,48.0.0,2026-06-04T07:37:53Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
tadashi0713/superset#1::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-06-01T05:18:53Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
tadashi0713/superset#1::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-06-01T05:18:53Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
heintztyler/superset-for-cog#9::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-06-05T23:54:17Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
heintztyler/superset-for-cog#9::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-06-05T23:54:17Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
Abhijit85/superset#47::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-06-07T17:43:25Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
Abhijit85/superset#47::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-06-07T17:43:25Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
ai4ai/superset#17::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-06-07T18:02:25Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
ai4ai/superset#17::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-06-07T18:02:25Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
blue-eagle/devin_take_home_project#19::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-05-21T07:52:21Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
blue-eagle/devin_take_home_project#19::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-05-21T07:52:21Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
gaurav21/superset#16::requirements/base.txt::ecdsa::add,ecdsa,0.19.2,2026-06-07T05:59:42Z,NONE,P3_DIRECT_KNOWN_VULNERABILITY,NONE,exact_timestamp_evidence,no PR-time risk evidence | advisory(ies) known at PR time cover ==0.19.2: GHSA-wj6h-64fc-37mp
vrnwal/superset#7::requirements/base.txt::cryptography::version_change,cryptography,48.0.0,2026-05-26T01:39:43Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
vrnwal/superset#7::requirements/development.txt::cryptography::version_change,cryptography,48.0.0,2026-05-26T01:39:43Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
vaniachow/superset#108::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-05-20T17:48:28Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
vaniachow/superset#108::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-05-20T17:48:28Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
annagibaeva/Superset--Devin#12::requirements/base.txt::cryptography::version_change,cryptography,48.0.0,2026-06-03T15:18:24Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
annagibaeva/Superset--Devin#12::requirements/development.txt::cryptography::version_change,cryptography,48.0.0,2026-06-03T15:18:24Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
leeadh/superset#19::requirements/base.txt::cryptography::version_change,cryptography,48.0.0,2026-05-20T07:00:36Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
leeadh/superset#19::requirements/development.txt::cryptography::version_change,cryptography,48.0.0,2026-05-20T07:00:36Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
Sahanawit/superset#5::requirements/base.txt::cryptography::version_change,cryptography,48.0.0,2026-06-03T22:32:59Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
Sahanawit/superset#5::requirements/development.txt::cryptography::version_change,cryptography,48.0.0,2026-06-03T22:32:59Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
LuaxY/superset#14::requirements/base.txt::cryptography::version_change,cryptography,48.0.0,2026-06-04T07:00:40Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
LuaxY/superset#14::requirements/base.txt::paramiko::version_change,paramiko,5.0.0,2026-06-04T07:00:40Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
LuaxY/superset#14::requirements/development.txt::cryptography::version_change,cryptography,48.0.0,2026-06-04T07:00:40Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-x4qr-2fvf-3mr5 | no risk evidence found
LuaxY/superset#14::requirements/development.txt::paramiko::version_change,paramiko,5.0.0,2026-06-04T07:00:40Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-45x7-px36-x8w8 | copyleft license token 'gpl'
Xandresx1/Automatizacion-De-Reportes-Python-Flask#2::requirements.txt::pillow::version_change,Pillow,12.2.0,2026-06-04T15:33:20Z,P3_DIRECT_KNOWN_VULNERABILITY,NONE,P3_DIRECT_KNOWN_VULNERABILITY,exact_timestamp_evidence,direct_advisory_known_at_pr_time=True; advisory_ids=GHSA-j7hp-h8jx-5ppr | no risk evidence found
COG-GTM/USArmy-ARL-Active-Defense-Framework#3::requirements.txt::ipy::add,IPy,1.1,2026-04-30T17:04:36Z,P2_INVALID_VERSION_SPEC,NONE,P2_INVALID_VERSION_SPEC,exact_timestamp_evidence,valid_version_at_pr_time=False; pinned_version=1.1 | no risk evidence found
